,title,author,VR,VFA,RPA,RCA,OA
0,永遠のレプリカ,Salamon,0.6585639791415965,0.0,0.13477737665463296,0.43168872843963096,0.11926531921719602
1,Magic in your eyes,Salamon,0.7884465261514442,0.0,0.6124679379948701,0.6499386639901863,0.5909901873327387
2,HORO,Salamon,0.8509174311926605,0.0,0.6704892966360856,0.6853211009174311,0.6389908256880734
3,Spice of Life,Salamon,0.7883303864612276,0.0,0.5478656226319778,0.5831017933821672,0.5186260891526708
4,恋のVer.2.4,Salamon,0.8397454233409611,0.0,0.6473827231121282,0.6908609839816934,0.6152745995423341
5,Funky Life,Salamon,0.8385035556013604,0.0,0.5196331031639699,0.5745645676594867,0.5024194378667765
6,PROLOGUE,Salamon,0.862477695641091,0.0,0.7712210043334183,0.8118149375477951,0.7329849604894214
7,人生こんなもの,Salamon,0.7671380868198782,0.0,0.5855431153015125,0.6462384600274995,0.559222156747201
8,慟哭,Salamon,0.8448938321536906,0.16666666666666666,0.2312773845635322,0.5682507583417593,0.21662960716932822
9,Getting Over,Salamon,0.8609388019627813,1.0,0.450699009350986,0.6869734283862605,0.43547491205332345
10,言えない,Salamon,0.8373219649258793,0.0,0.4143009398314117,0.5653521945547912,0.39153182831121014
11,KAGE-ROU,Salamon,0.8672331386086033,0.0,0.6095592140201805,0.7442379182156134,0.5724145253769378
12,キャッチボール,Salamon,0.7769833422073477,0.0,0.4844451205598235,0.6207499809842549,0.4659669936877329
13,枯れ葉色のTwilight,Salamon,0.8882128493348458,0.0,0.7832319274002268,0.7942662679179128,0.7475257731958763
14,old fashioned,Salamon,0.8089318044659022,1.0,0.5354254677127338,0.5846710923355461,0.5004827419744147
15,Game of Love,Salamon,0.8474884002420819,0.21428571428571427,0.38723017954407907,0.5653621141819649,0.379129734085415
16,あなたと逢えて,Salamon,0.9041339697435482,0.0,0.7313324164711593,0.7405549712806407,0.710564633554441
17,True Heart,Salamon,0.8590103346793512,0.058823529411764705,0.7514886044760797,0.8137020053384436,0.7167076838939022
18,COOL Motion,Salamon,0.8211143695014663,0.0,0.07141624978437122,0.5288080041400725,0.0658677472195879
19,ときめきの瞬間,Salamon,0.8278352207451174,0.0,0.3632857377318234,0.6841457410142787,0.33877316713137606
20,Feeling In My Heart,Salamon,0.87688635007247,0.0,0.7152357404723335,0.7165998806377355,0.7056166368362737
21,恋におちる時間に関する考察,Salamon,0.7759159964253798,0.0,0.17727882037533513,0.41152815013404825,0.16789544235924933
22,SHAKE,Salamon,0.666140709114535,0.0,0.20976424726192686,0.43075923519584186,0.1680898459253759
23,it's all right,Salamon,0.7426665595113718,0.0,0.17391304347826086,0.5445632082295266,0.16278322352563074
24,tell me,Salamon,0.8379828326180258,0.1111111111111111,0.6435085836909872,0.6939377682403434,0.6303046546948986
25,青空散歩道,Salamon,0.9560909090909091,0.0,0.8049090909090909,0.8410909090909091,0.7953636363636364
26,stay,Salamon,0.839625604623406,0.0,0.6294993404108298,0.7386770525786795,0.6042464978955965
27,Fly away,Salamon,0.94549805033676,1.0,0.7348457993619284,0.7584190003544842,0.7250575934786461
28,One Two STEP,Salamon,0.850964891885608,0.0,0.5571960009300163,0.6885607998139968,0.5428970006975122
29,少年の思い,Salamon,0.6381288614298323,0.0,0.10293468667255075,0.22672109443954105,0.09774933804060018
30,Moving Round and Round,Salamon,0.6529596647459402,0.0,0.3029072812991095,0.41225772655840753,0.21686746987951808
31,what could I do for you,Salamon,0.7289464090411958,0.0,0.2931097338680277,0.6345242435289828,0.2732409770324462
32,DREAM MAGIC,Salamon,0.8627482511859773,0.0,0.6385784353139825,0.6762080887673876,0.6204872557690762
33,一夜の夢,Salamon,0.8017786349512482,0.0,0.6368798885674488,0.6689167470266795,0.5753776920604308
34,淫らな神の申し子,Salamon,0.8917332080789103,0.0,0.6739079379990606,0.7360263034288398,0.6658840103310636
35,over and over,Salamon,0.8608547008547008,0.0,0.5932991452991453,0.6484786324786325,0.5592698933552092
36,レプリカ,Salamon,0.8455089820359282,0.0,0.24225834046193329,0.669803250641574,0.23518344308560676
37,1999,Salamon,0.8753706684741167,0.0,0.3811742777260019,0.6842328221638566,0.3615723483564893
38,SPUL,Salamon,0.899785843720828,0.0,0.6874416561418922,0.7967711822524848,0.6687349000658906
39,promise,Salamon,0.8327272727272728,0.0,0.34073710073710073,0.5595085995085995,0.31567567567567567
40,Non Stop Driving,Salamon,0.8966212211025489,0.0,0.5688203912270302,0.7505631298162418,0.5540011855364553
41,Fly to the moon,Salamon,0.8341552511415525,0.0,0.40949771689497716,0.7015525114155251,0.38602739726027396
42,センチメートルの孤独,Salamon,0.8244062657908034,0.0,0.314300151591713,0.5792487788445343,0.3009937678962439
43,REALな５分,Salamon,0.7630423056176312,0.0,0.37042459736456806,0.5995992910534022,0.3282478039759593
44,はじまり,Salamon,0.7965101786456169,0.0,0.34424594931449937,0.7159950145409223,0.31283755712505196
45,線路はつづくよ,Salamon,0.7301814281883994,0.0,0.4474930735543838,0.5597461792832246,0.3890428099025829
46,出会えたから,Salamon,0.6723091207770874,0.0,0.43689736447396615,0.6825226769516463,0.36044850735609196
47,小動物,Salamon,0.8173328616908383,0.0,0.7303855677396534,0.7816059426954368,0.6783869826671383
48,世界の見方,Salamon,0.8356271282633371,0.0,0.5996027241770715,0.7476589103291714,0.5676787741203179
49,ミセスマリル,Salamon,0.8561088231623611,1.0,0.6308498689629353,0.6540621490078622,0.5915897179935113
50,戻らない夏,Salamon,0.813548817696415,1.0,0.6717677345537757,0.7851353928299009,0.6064260857129237
51,春がくるから,Salamon,0.8972449739389426,1.0,0.8274385703648548,0.8320923306031274,0.7888320148906468
52,明日は,Salamon,0.9295324750750169,0.0,0.7941148001161552,0.8000193592101442,0.777767027863777
53,遥かな想い,Salamon,0.8687247115240522,0.0,0.6457365502772366,0.6772066536790049,0.6265547729656826
54,First Love,Salamon,0.7523674242424242,0.0,0.7034632034632035,0.7306547619047619,0.6333874458874459
55,I've got a mail,Salamon,0.7852484096948225,0.0,0.2956759803526854,0.4706498107738143,0.2689427490136082
56,Stay with me,Salamon,0.8657760314341847,0.0,0.4894302554027505,0.5291159135559922,0.47123998114097126
57,シルバーシューズ,Salamon,0.9323915237134208,0.0,0.69313824419778,0.7386478304742684,0.677699293642785
58,天使のうたたね,Salamon,0.8813639220615965,0.0,0.5560967944688875,0.578095537397863,0.5450974230043998
59,曇り空,Salamon,0.8245565152781648,0.0,0.6183709482678554,0.6582149159468748,0.5750905544719978
60,FOR YOU,Salamon,0.8502261436939275,0.0,0.5081189293393639,0.5707718543782903,0.4809075405946467
61,Be with me Now,Salamon,0.7719324920176373,0.0,0.6350159647255588,0.6429223050022806,0.5792914702752014
62,Power of mind,Salamon,0.8180254905927574,0.0,0.4972688650617034,0.6054015779890755,0.47754400161845034
63,So Long,Salamon,0.8866317169069463,1.0,0.6118938401048493,0.6219418960244648,0.5810626331021679
64,たなばた,Salamon,0.919717971316401,0.0,0.7503405175867318,0.786315199102636,0.7302299495232754
65,もうすぐ夏がくる,Salamon,0.8671875,0.0,0.759832974137931,0.7964709051724138,0.7252155172413793
66,時計のはやさは,Salamon,0.8914179104477612,0.0,0.7073880597014925,0.7291791044776119,0.682089552238806
67,日曜日,Salamon,0.9557617854702801,0.0,0.8506604418127989,0.8539626508767935,0.8381348212252334
68,銀の空,Salamon,0.8563361408882083,0.0,0.822406202143951,0.8480091883614089,0.7862270290964778
69,見上げた空は,Salamon,0.6620606788825473,0.0,0.5681135476118955,0.6468158606188045,0.49031240612796634
